orig_process_id,orig_exchange_id,process_id,exchange_flow_id,process_name,exchange_flow_name,exchange_amount,exchange_unit,allocation_factor,allocation_type
027d304f-00e4-380e-9bba-4e6bde2d685a,e612ea29-a772-3244-979c-f5bb4eaac256,027d304f-00e4-380e-9bba-4e6bde2d685a.e612ea29-a772-3244-979c-f5bb4eaac256,e612ea29-a772-3244-979c-f5bb4eaac256,"Solid strip and plank flooring, hardwood, E",Solid strip and plank flooring; hardwood,1.0,m3,1.0,PHYSICAL_ALLOCATION
0aaf1e13-5d80-37f9-b7bb-81a6b8965c71,0e44e579-abb0-3c77-af64-c774d65be529,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.0e44e579-abb0-3c77-af64-c774d65be529,0e44e579-abb0-3c77-af64-c774d65be529,"Petroleum refining, at refinery","Gasoline, at refinery",0.570086670859861,l,0.4213,PHYSICAL_ALLOCATION
0aaf1e13-5d80-37f9-b7bb-81a6b8965c71,30a64e63-3583-3f83-8d8d-0b6ea003b888,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.30a64e63-3583-3f83-8d8d-0b6ea003b888,30a64e63-3583-3f83-8d8d-0b6ea003b888,"Petroleum refining, at refinery","Bitumen, at refinery",0.0371747954729888,kg,0.0372,PHYSICAL_ALLOCATION
0aaf1e13-5d80-37f9-b7bb-81a6b8965c71,4f1bfabb-f0d3-3f1f-a905-2fd9b36bbfa0,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.4f1bfabb-f0d3-3f1f-a905-2fd9b36bbfa0,4f1bfabb-f0d3-3f1f-a905-2fd9b36bbfa0,"Petroleum refining, at refinery","Petroleum coke, at refinery",0.0595942417053244,kg,0.0596,PHYSICAL_ALLOCATION
0aaf1e13-5d80-37f9-b7bb-81a6b8965c71,5f96ad43-abab-3b62-bcf8-c71f9d6c7881,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.5f96ad43-abab-3b62-bcf8-c71f9d6c7881,5f96ad43-abab-3b62-bcf8-c71f9d6c7881,"Petroleum refining, at refinery","Petroleum refining coproduct, at refinery",0.0514536791611454,kg,0.0515,PHYSICAL_ALLOCATION
0aaf1e13-5d80-37f9-b7bb-81a6b8965c71,813325ee-9eb4-3825-9280-bee7b1a2e9a8,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.813325ee-9eb4-3825-9280-bee7b1a2e9a8,813325ee-9eb4-3825-9280-bee7b1a2e9a8,"Petroleum refining, at refinery","Liquefied petroleum gas, at refinery",0.0490831775366809,l,0.0266,PHYSICAL_ALLOCATION
0aaf1e13-5d80-37f9-b7bb-81a6b8965c71,c4069217-dfd4-324a-9243-2ee8058809d6,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.c4069217-dfd4-324a-9243-2ee8058809d6,c4069217-dfd4-324a-9243-2ee8058809d6,"Petroleum refining, at refinery","Refinery gas, at refinery",0.0611691306116913,m3,0.0451,PHYSICAL_ALLOCATION
0aaf1e13-5d80-37f9-b7bb-81a6b8965c71,c5f94bb1-b39e-39fa-b616-376a30531c2d,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.c5f94bb1-b39e-39fa-b616-376a30531c2d,c5f94bb1-b39e-39fa-b616-376a30531c2d,"Petroleum refining, at refinery","Kerosene, at refinery",0.112458221473748,l,0.091,PHYSICAL_ALLOCATION
0aaf1e13-5d80-37f9-b7bb-81a6b8965c71,d939590b-a0d7-310c-8952-9921ed64a078,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.d939590b-a0d7-310c-8952-9921ed64a078,d939590b-a0d7-310c-8952-9921ed64a078,"Petroleum refining, at refinery","Diesel, at refinery",0.252345277453289,l,0.2188,PHYSICAL_ALLOCATION
0aaf1e13-5d80-37f9-b7bb-81a6b8965c71,f7c00d19-9601-373a-ba23-593e251b4dee,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.f7c00d19-9601-373a-ba23-593e251b4dee,f7c00d19-9601-373a-ba23-593e251b4dee,"Petroleum refining, at refinery","Residual fuel oil, at refinery",0.0518260609872601,l,0.0489,PHYSICAL_ALLOCATION
106bcee8-0d5f-30c6-ac98-fa6dab41d4d1,77cbfa28-85c8-3da1-9f3f-1aa00612d97b,106bcee8-0d5f-30c6-ac98-fa6dab41d4d1.77cbfa28-85c8-3da1-9f3f-1aa00612d97b,77cbfa28-85c8-3da1-9f3f-1aa00612d97b,"Wood Combusted, at boiler, at cellulosic fiberboard mill","Wood ash, at boiler, at cellulosic fiberboard mill",0.0190969060508614,kg,0.0187390482077553,PHYSICAL_ALLOCATION
106bcee8-0d5f-30c6-ac98-fa6dab41d4d1,b749402e-e420-3c23-96eb-10e39d0569e3,106bcee8-0d5f-30c6-ac98-fa6dab41d4d1.b749402e-e420-3c23-96eb-10e39d0569e3,b749402e-e420-3c23-96eb-10e39d0569e3,"Wood Combusted, at boiler, at cellulosic fiberboard mill","Wood Combusted, at boiler, at cellulosic fiberboard mill",1.0,kg,0.9812609517922446,PHYSICAL_ALLOCATION
11256034-2355-3add-ade9-59983025dded,8db31b1d-1a59-304c-801f-a3cd8a23ba45,11256034-2355-3add-ade9-59983025dded.8db31b1d-1a59-304c-801f-a3cd8a23ba45,8db31b1d-1a59-304c-801f-a3cd8a23ba45,"Corn, whole plant, at field","Corn, at field",1.0,kg,1.0,PHYSICAL_ALLOCATION
137b2f94-e29e-4870-a2c2-20dafd441f1d,0ef88894-a6b7-415d-88cd-9aefdd14fc3a,137b2f94-e29e-4870-a2c2-20dafd441f1d.0ef88894-a6b7-415d-88cd-9aefdd14fc3a,0ef88894-a6b7-415d-88cd-9aefdd14fc3a,"Steel; pickled hot rolled coil, at plant","Steel; pickled hot rolled coil, at plant",1.0,kg,1.0,PHYSICAL_ALLOCATION
1b8709a5-5df4-4c52-85e4-dd6e7ed8deba,24e6bc97-3d11-4a73-8598-8965c7dd9927,1b8709a5-5df4-4c52-85e4-dd6e7ed8deba.24e6bc97-3d11-4a73-8598-8965c7dd9927,24e6bc97-3d11-4a73-8598-8965c7dd9927,"Steel; sections, at plant","Steel; sections, at plant",1.0,kg,1.0,PHYSICAL_ALLOCATION
1bf86847-c8d5-49d6-b223-ac39940a53f9,2dd9826c-1241-46df-ba80-f6be1ae01c8b,1bf86847-c8d5-49d6-b223-ac39940a53f9.2dd9826c-1241-46df-ba80-f6be1ae01c8b,2dd9826c-1241-46df-ba80-f6be1ae01c8b,Sodium bicarbonate; solvay process; at plant - PROXY,Sodium bicarbonate; at plant,1.0,kg,0.6109729312938329,PHYSICAL_ALLOCATION
1bf86847-c8d5-49d6-b223-ac39940a53f9,db500fb7-bdfa-4435-ad4d-76363b686b63,1bf86847-c8d5-49d6-b223-ac39940a53f9.db500fb7-bdfa-4435-ad4d-76363b686b63,db500fb7-bdfa-4435-ad4d-76363b686b63,Sodium bicarbonate; solvay process; at plant - PROXY,"Ammonium chloride, at plant",0.6367337222,kg,0.3890270687061671,PHYSICAL_ALLOCATION
1fe9b61c-f684-3584-a5e9-98677caee0f3,8bb065f1-654b-3f5c-b9cf-2d66d92e8c19,1fe9b61c-f684-3584-a5e9-98677caee0f3.8bb065f1-654b-3f5c-b9cf-2d66d92e8c19,8bb065f1-654b-3f5c-b9cf-2d66d92e8c19,"Soy biodiesel, production, at plant","Soy biodiesel, production, at plant",3.36,kg,0.8929045973956949,PHYSICAL_ALLOCATION
1fe9b61c-f684-3584-a5e9-98677caee0f3,9d4fa335-7916-3bf5-be4d-814cbb176908,1fe9b61c-f684-3584-a5e9-98677caee0f3.9d4fa335-7916-3bf5-be4d-814cbb176908,9d4fa335-7916-3bf5-be4d-814cbb176908,"Soy biodiesel, production, at plant","Glycerin, at plant",0.403,kg,0.107095402604305,PHYSICAL_ALLOCATION
2250f2f2-7faa-3307-9534-ca78b371b4dd,88f1219a-d464-3e29-b43d-7a4d6ca4db8d,2250f2f2-7faa-3307-9534-ca78b371b4dd.88f1219a-d464-3e29-b43d-7a4d6ca4db8d,88f1219a-d464-3e29-b43d-7a4d6ca4db8d,"Steel, cold-formed studs and track, at plant","Steel, cold-formed studs and track, at plant",1.0,kg,1.0,PHYSICAL_ALLOCATION
2468b04f-b9b1-364d-bfbf-8ba12178096e,09158da1-b29b-33c9-9b80-baa6618ee541,2468b04f-b9b1-364d-bfbf-8ba12178096e.09158da1-b29b-33c9-9b80-baa6618ee541,2468b04f-b9b1-364d-bfbf-8ba12178096e.09158da1-b29b-33c9-9b80-baa6618ee541.09158da1-b29b-33c9-9b80-baa6618ee541,"Sawn lumber, hardwood, rough, green, at sawmill, NE-NC",Sawdust; hardwood; green; at sawmill,0.0801,kg,0.0414,PHYSICAL_ALLOCATION
2468b04f-b9b1-364d-bfbf-8ba12178096e,6170b901-641c-3088-a8c0-799f9e5f766f,2468b04f-b9b1-364d-bfbf-8ba12178096e.6170b901-641c-3088-a8c0-799f9e5f766f,2468b04f-b9b1-364d-bfbf-8ba12178096e.6170b901-641c-3088-a8c0-799f9e5f766f.6170b901-641c-3088-a8c0-799f9e5f766f,"Sawn lumber, hardwood, rough, green, at sawmill, NE-NC",Sawn lumber; hardwood; rough; green; at sawmill,1.0,kg,0.6077,PHYSICAL_ALLOCATION
2468b04f-b9b1-364d-bfbf-8ba12178096e,851dabd1-801f-3582-8b29-a3cdd6f65473,2468b04f-b9b1-364d-bfbf-8ba12178096e.851dabd1-801f-3582-8b29-a3cdd6f65473,2468b04f-b9b1-364d-bfbf-8ba12178096e.851dabd1-801f-3582-8b29-a3cdd6f65473.851dabd1-801f-3582-8b29-a3cdd6f65473,"Sawn lumber, hardwood, rough, green, at sawmill, NE-NC",Wood fuel; hardwood; green; at sawmill,0.238,kg,0.1611,PHYSICAL_ALLOCATION
2468b04f-b9b1-364d-bfbf-8ba12178096e,9d8c4200-5dc8-3515-9c23-31c577722fce,2468b04f-b9b1-364d-bfbf-8ba12178096e.9d8c4200-5dc8-3515-9c23-31c577722fce,2468b04f-b9b1-364d-bfbf-8ba12178096e.9d8c4200-5dc8-3515-9c23-31c577722fce.9d8c4200-5dc8-3515-9c23-31c577722fce,"Sawn lumber, hardwood, rough, green, at sawmill, NE-NC",Hogged fuel; hardwood; green; at sawmill,0.036,kg,0.0225,PHYSICAL_ALLOCATION
2468b04f-b9b1-364d-bfbf-8ba12178096e,de3af1d1-ce3e-329c-9ca7-6323adb9f172,2468b04f-b9b1-364d-bfbf-8ba12178096e.de3af1d1-ce3e-329c-9ca7-6323adb9f172,2468b04f-b9b1-364d-bfbf-8ba12178096e.de3af1d1-ce3e-329c-9ca7-6323adb9f172.de3af1d1-ce3e-329c-9ca7-6323adb9f172,"Sawn lumber, hardwood, rough, green, at sawmill, NE-NC",Wood chips; hardwood; green; at sawmill,0.263,kg,0.1673,PHYSICAL_ALLOCATION
277ef057-4ad9-3780-a1c0-6d78321131f6,6a30e246-0363-3085-b466-b3a8c7c49ae1,277ef057-4ad9-3780-a1c0-6d78321131f6.6a30e246-0363-3085-b466-b3a8c7c49ae1,6a30e246-0363-3085-b466-b3a8c7c49ae1,"Veneer, hardwood, dry, at veneer mill, E",Clippings; hardwood; dry; at veneer mill,0.0057944,kg,0.0057121873436564,PHYSICAL_ALLOCATION
277ef057-4ad9-3780-a1c0-6d78321131f6,a8c7720c-363e-37c8-a986-6441c1c12771,277ef057-4ad9-3780-a1c0-6d78321131f6.a8c7720c-363e-37c8-a986-6441c1c12771,a8c7720c-363e-37c8-a986-6441c1c12771,"Veneer, hardwood, dry, at veneer mill, E",Veneer; hardwood; dry; at veneer mill,1.0,kg,0.9858117050352796,PHYSICAL_ALLOCATION
277ef057-4ad9-3780-a1c0-6d78321131f6,cf678567-6e5e-35ac-8fcd-4c3e003e1461,277ef057-4ad9-3780-a1c0-6d78321131f6.cf678567-6e5e-35ac-8fcd-4c3e003e1461,cf678567-6e5e-35ac-8fcd-4c3e003e1461,"Veneer, hardwood, dry, at veneer mill, E",Wood fuel; hardwood; dry; at veneer mill,0.0085981,kg,0.0084761076210638,PHYSICAL_ALLOCATION
35bd31d8-b0b1-3da8-a553-df33ccd9e452,23de2b44-d931-39f7-b2c8-d56346794608,35bd31d8-b0b1-3da8-a553-df33ccd9e452.23de2b44-d931-39f7-b2c8-d56346794608,23de2b44-d931-39f7-b2c8-d56346794608,"Sawn lumber, hardwood, planed, kiln dried, at planer mill, SE",Wood fuel; hardwood; kiln-dried; at planer mill,109.0,kg,0.143,PHYSICAL_ALLOCATION
35bd31d8-b0b1-3da8-a553-df33ccd9e452,2d72c700-2547-3c4d-b509-e3b3dfb1942a,35bd31d8-b0b1-3da8-a553-df33ccd9e452.2d72c700-2547-3c4d-b509-e3b3dfb1942a,2d72c700-2547-3c4d-b509-e3b3dfb1942a,"Sawn lumber, hardwood, planed, kiln dried, at planer mill, SE",Shavings; hardwood; kiln-dried; at planer mill,41.6,kg,0.054,PHYSICAL_ALLOCATION
35bd31d8-b0b1-3da8-a553-df33ccd9e452,dc74c71d-c791-3d74-bc0e-8d7519f5d344,35bd31d8-b0b1-3da8-a553-df33ccd9e452.dc74c71d-c791-3d74-bc0e-8d7519f5d344,dc74c71d-c791-3d74-bc0e-8d7519f5d344,"Sawn lumber, hardwood, planed, kiln dried, at planer mill, SE",Sawn lumber; hardwood; planed; kiln dried; at planer mill,1.0,m3,0.785,PHYSICAL_ALLOCATION
35bd31d8-b0b1-3da8-a553-df33ccd9e452,fe26fae6-a458-3a9d-8aac-bdc2748d145d,35bd31d8-b0b1-3da8-a553-df33ccd9e452.fe26fae6-a458-3a9d-8aac-bdc2748d145d,fe26fae6-a458-3a9d-8aac-bdc2748d145d,"Sawn lumber, hardwood, planed, kiln dried, at planer mill, SE",Sawdust; hardwood; kiln-dried; at planer mill,14.0,kg,0.018,PHYSICAL_ALLOCATION
396f5200-0194-30c3-8b5f-96a33bde9c6c,9a41d70d-651c-37e2-81b9-d0286f0f6811,396f5200-0194-30c3-8b5f-96a33bde9c6c.9a41d70d-651c-37e2-81b9-d0286f0f6811,9a41d70d-651c-37e2-81b9-d0286f0f6811,"Heat, drying veneer, hardwood, at veneer mill, E",Heat; pressing panels; hardwood; at engineered wood flooring plant,722.0,MJ,0.1125750370312621,PHYSICAL_ALLOCATION
396f5200-0194-30c3-8b5f-96a33bde9c6c,9ebe90f5-2dc4-3bf3-87da-85c47b29a7f8,396f5200-0194-30c3-8b5f-96a33bde9c6c.9ebe90f5-2dc4-3bf3-87da-85c47b29a7f8,9ebe90f5-2dc4-3bf3-87da-85c47b29a7f8,"Heat, drying veneer, hardwood, at veneer mill, E",Heat; block conditioning; at veneer mill,1520.0,MJ,0.2370000779605519,PHYSICAL_ALLOCATION
396f5200-0194-30c3-8b5f-96a33bde9c6c,b783147a-f7a9-3bbf-aa84-67a85f4959fc,396f5200-0194-30c3-8b5f-96a33bde9c6c.b783147a-f7a9-3bbf-aa84-67a85f4959fc,b783147a-f7a9-3bbf-aa84-67a85f4959fc,"Heat, drying veneer, hardwood, at veneer mill, E",Heat; drying stain; at engineered wood flooring mill,401.0,MJ,0.0625243626724877,PHYSICAL_ALLOCATION
396f5200-0194-30c3-8b5f-96a33bde9c6c,b88f08c0-f5b8-3fa8-bdd3-476e04d19ea0,396f5200-0194-30c3-8b5f-96a33bde9c6c.b88f08c0-f5b8-3fa8-bdd3-476e04d19ea0,b88f08c0-f5b8-3fa8-bdd3-476e04d19ea0,"Heat, drying veneer, hardwood, at veneer mill, E",Heat; drying veneer; hardwood; at veneer mill,3770.5,MJ,0.5879005223356981,PHYSICAL_ALLOCATION
3b1cd62b-7788-3096-8b6e-9cb6cdc359f2,115967d8-5c6a-32ee-9868-6a786b34ecf2,3b1cd62b-7788-3096-8b6e-9cb6cdc359f2.115967d8-5c6a-32ee-9868-6a786b34ecf2,115967d8-5c6a-32ee-9868-6a786b34ecf2,"Engineered flooring, hardwood, unfinished, E",Wood fuel; hardwood; dry; at engineered wood flooring plant,4.148,kg,0.005582111,PHYSICAL_ALLOCATION
3b1cd62b-7788-3096-8b6e-9cb6cdc359f2,2ff86a3f-6fb4-3437-939c-3c42d6d037d6,3b1cd62b-7788-3096-8b6e-9cb6cdc359f2.2ff86a3f-6fb4-3437-939c-3c42d6d037d6,2ff86a3f-6fb4-3437-939c-3c42d6d037d6,"Engineered flooring, hardwood, unfinished, E",Sawdust; hardwood; dry; at engineered wood flooring plant,114.5,kg,0.15408673,PHYSICAL_ALLOCATION
3b1cd62b-7788-3096-8b6e-9cb6cdc359f2,765ec5e3-20b0-3d0d-8d3f-75f42b37efc6,3b1cd62b-7788-3096-8b6e-9cb6cdc359f2.765ec5e3-20b0-3d0d-8d3f-75f42b37efc6,765ec5e3-20b0-3d0d-8d3f-75f42b37efc6,"Engineered flooring, hardwood, unfinished, E",Engineered flooring; hardwood; unfinished,1.0,m3,0.824935943,PHYSICAL_ALLOCATION
3b1cd62b-7788-3096-8b6e-9cb6cdc359f2,90317723-deb2-3db0-8b02-233704e100b7,3b1cd62b-7788-3096-8b6e-9cb6cdc359f2.90317723-deb2-3db0-8b02-233704e100b7,90317723-deb2-3db0-8b02-233704e100b7,"Engineered flooring, hardwood, unfinished, E",Shavings; hardwood; dry; at engineered wood flooring plant,11.44,kg,0.015395216,PHYSICAL_ALLOCATION
3ffdd525-d623-363f-8876-1999b0f5130f,4fbbb19a-bc25-3265-b196-04feec6ace45,3ffdd525-d623-363f-8876-1999b0f5130f.4fbbb19a-bc25-3265-b196-04feec6ace45,4fbbb19a-bc25-3265-b196-04feec6ace45,"Cotton, whole plant, at field","Cotton, at field",1.0,kg,1.0,PHYSICAL_ALLOCATION
4a42fda8-640a-3152-9741-f64c558be34d,86313deb-8b04-3f3e-b983-2b9896a410a6,4a42fda8-640a-3152-9741-f64c558be34d.86313deb-8b04-3f3e-b983-2b9896a410a6,4a42fda8-640a-3152-9741-f64c558be34d.86313deb-8b04-3f3e-b983-2b9896a410a6.86313deb-8b04-3f3e-b983-2b9896a410a6,"Roundwood, hardwood, green, at logyard, SE",Roundwood; hardwood; green; at logyard,1.0,m3,0.961,PHYSICAL_ALLOCATION
4a42fda8-640a-3152-9741-f64c558be34d,a02815b0-8760-3b74-b2b6-ea070b183bbe,4a42fda8-640a-3152-9741-f64c558be34d.a02815b0-8760-3b74-b2b6-ea070b183bbe,4a42fda8-640a-3152-9741-f64c558be34d.a02815b0-8760-3b74-b2b6-ea070b183bbe.a02815b0-8760-3b74-b2b6-ea070b183bbe,"Roundwood, hardwood, green, at logyard, SE",Bark; hardwood; green; at logyard,21.6,kg,0.039,PHYSICAL_ALLOCATION
4c6eed4c-5f5e-30c7-8948-956c79c4806d,c4d1204a-67a3-395d-9b59-ba34528b3ba6,4c6eed4c-5f5e-30c7-8948-956c79c4806d.c4d1204a-67a3-395d-9b59-ba34528b3ba6,c4d1204a-67a3-395d-9b59-ba34528b3ba6,"Rice, at field","Rice grain, at field",1.0,kg,1.0,PHYSICAL_ALLOCATION
4e01da4a-71e5-3d9d-93c3-0f0a230f2735,360d59b6-0f7a-3b5d-8d61-b6f9e73a4b0a,4e01da4a-71e5-3d9d-93c3-0f0a230f2735.360d59b6-0f7a-3b5d-8d61-b6f9e73a4b0a,360d59b6-0f7a-3b5d-8d61-b6f9e73a4b0a,"Medium density fiberboard (MDF), at MDF mill","Wood fuel, sanderdust, at MDF mill",70.0,kg,0.079730057,PHYSICAL_ALLOCATION
4e01da4a-71e5-3d9d-93c3-0f0a230f2735,4ba384f6-f15b-3ef3-ae39-2248e3f54aef,4e01da4a-71e5-3d9d-93c3-0f0a230f2735.4ba384f6-f15b-3ef3-ae39-2248e3f54aef,4ba384f6-f15b-3ef3-ae39-2248e3f54aef,"Medium density fiberboard (MDF), at MDF mill","Wood fuel, at MDF mill",54.0,kg,0.061506044,PHYSICAL_ALLOCATION
4e01da4a-71e5-3d9d-93c3-0f0a230f2735,5eead0e3-01ba-3a72-8e10-f9c865857a61,4e01da4a-71e5-3d9d-93c3-0f0a230f2735.5eead0e3-01ba-3a72-8e10-f9c865857a61,5eead0e3-01ba-3a72-8e10-f9c865857a61,"Medium density fiberboard (MDF), at MDF mill","Wood waste, at MDF mill",0.0625,kg,7.11876e-05,PHYSICAL_ALLOCATION
4e01da4a-71e5-3d9d-93c3-0f0a230f2735,7f72d860-0e4a-3686-a262-7c045b862d37,4e01da4a-71e5-3d9d-93c3-0f0a230f2735.7f72d860-0e4a-3686-a262-7c045b862d37,7f72d860-0e4a-3686-a262-7c045b862d37,"Medium density fiberboard (MDF), at MDF mill","Medium density fiberboard (MDF), at MDF mill",1.0,m3,0.843999601,PHYSICAL_ALLOCATION
4e01da4a-71e5-3d9d-93c3-0f0a230f2735,b1421df2-c303-3605-a1e2-07b564d6b0ca,4e01da4a-71e5-3d9d-93c3-0f0a230f2735.b1421df2-c303-3605-a1e2-07b564d6b0ca,b1421df2-c303-3605-a1e2-07b564d6b0ca,"Medium density fiberboard (MDF), at MDF mill","Bark, at MDF mill",12.9,kg,0.01469311,PHYSICAL_ALLOCATION
57686507-ed6b-3e06-906e-c28a7c6fb8bc,539abee9-d649-3c9b-bf09-9328c2b212c6,57686507-ed6b-3e06-906e-c28a7c6fb8bc.539abee9-d649-3c9b-bf09-9328c2b212c6,539abee9-d649-3c9b-bf09-9328c2b212c6,"Particleboard, average, softwood, particleboard mill","Wood waste, softwood, particleboard mill",5.18,kg,0.006656558,PHYSICAL_ALLOCATION
57686507-ed6b-3e06-906e-c28a7c6fb8bc,ad78a50f-def9-3337-84ab-61e9196b0042,57686507-ed6b-3e06-906e-c28a7c6fb8bc.ad78a50f-def9-3337-84ab-61e9196b0042,ad78a50f-def9-3337-84ab-61e9196b0042,"Particleboard, average, softwood, particleboard mill","Wood fuel, sanderdust, particleboard mill",25.0,kg,0.032126243,PHYSICAL_ALLOCATION
57686507-ed6b-3e06-906e-c28a7c6fb8bc,d57c30eb-3b8d-3ee5-8c79-c66a859531ae,57686507-ed6b-3e06-906e-c28a7c6fb8bc.d57c30eb-3b8d-3ee5-8c79-c66a859531ae,d57c30eb-3b8d-3ee5-8c79-c66a859531ae,"Particleboard, average, softwood, particleboard mill","Wood fuel, hogfuel, particleboard mill",2.0,kg,0.002570099,PHYSICAL_ALLOCATION
57686507-ed6b-3e06-906e-c28a7c6fb8bc,ea677467-e6eb-3369-b47d-b09edad21f04,57686507-ed6b-3e06-906e-c28a7c6fb8bc.ea677467-e6eb-3369-b47d-b09edad21f04,ea677467-e6eb-3369-b47d-b09edad21f04,"Particleboard, average, softwood, particleboard mill","Particleboard, average, softwood, particleboard mill",1.0,m3,0.9586471,PHYSICAL_ALLOCATION
5abfba66-c3cb-38f2-8b01-9f566c5ab656,e7ba8c87-72ef-37ff-ba46-68fcf13e09ea,5abfba66-c3cb-38f2-8b01-9f566c5ab656.e7ba8c87-72ef-37ff-ba46-68fcf13e09ea,e7ba8c87-72ef-37ff-ba46-68fcf13e09ea,"Rapeseed, whole plant, at field","Rapeseed, at field",1.0,kg,1.0,PHYSICAL_ALLOCATION
640186a9-d4e0-39cd-9c23-95c215738edd,6ce8c09f-8a15-3d59-a868-8093b62c4ff4,640186a9-d4e0-39cd-9c23-95c215738edd.6ce8c09f-8a15-3d59-a868-8093b62c4ff4,640186a9-d4e0-39cd-9c23-95c215738edd.6ce8c09f-8a15-3d59-a868-8093b62c4ff4.6ce8c09f-8a15-3d59-a868-8093b62c4ff4,"Roundwood, hardwood, green, at mill, E",Roundwood; hardwood; green; at mill,1.0,m3,0.94940635,PHYSICAL_ALLOCATION
640186a9-d4e0-39cd-9c23-95c215738edd,cbb91e4a-0a0f-3b79-9f6f-d54d716e05ea,640186a9-d4e0-39cd-9c23-95c215738edd.cbb91e4a-0a0f-3b79-9f6f-d54d716e05ea,640186a9-d4e0-39cd-9c23-95c215738edd.cbb91e4a-0a0f-3b79-9f6f-d54d716e05ea.cbb91e4a-0a0f-3b79-9f6f-d54d716e05ea,"Roundwood, hardwood, green, at mill, E",Bark; hardwood; green; at mill,27.18645418,kg,0.05059365,PHYSICAL_ALLOCATION
655c14ed-5b78-3e50-96e5-e21f710143fe,6ce8c09f-8a15-3d59-a868-8093b62c4ff4,655c14ed-5b78-3e50-96e5-e21f710143fe.6ce8c09f-8a15-3d59-a868-8093b62c4ff4,655c14ed-5b78-3e50-96e5-e21f710143fe.6ce8c09f-8a15-3d59-a868-8093b62c4ff4.6ce8c09f-8a15-3d59-a868-8093b62c4ff4,"Roundwood, hardwood, green, at mill, NE-NC",Roundwood; hardwood; green; at mill,1.0,m3,0.94940635,PHYSICAL_ALLOCATION
655c14ed-5b78-3e50-96e5-e21f710143fe,cbb91e4a-0a0f-3b79-9f6f-d54d716e05ea,655c14ed-5b78-3e50-96e5-e21f710143fe.cbb91e4a-0a0f-3b79-9f6f-d54d716e05ea,655c14ed-5b78-3e50-96e5-e21f710143fe.cbb91e4a-0a0f-3b79-9f6f-d54d716e05ea.cbb91e4a-0a0f-3b79-9f6f-d54d716e05ea,"Roundwood, hardwood, green, at mill, NE-NC",Bark; hardwood; green; at mill,58.7,kg,0.05059365,PHYSICAL_ALLOCATION
6b80eeee-54ed-3f0f-82cd-8c29e3aa5d24,833c3f72-fbbe-37ea-adf8-929b47ec0255,6b80eeee-54ed-3f0f-82cd-8c29e3aa5d24.833c3f72-fbbe-37ea-adf8-929b47ec0255,6b80eeee-54ed-3f0f-82cd-8c29e3aa5d24.833c3f72-fbbe-37ea-adf8-929b47ec0255.833c3f72-fbbe-37ea-adf8-929b47ec0255,"Heat, onsite boiler, hardwood mill average, NE-NC",Heat; onsite boiler; hardwood mill; average,1.0,MJ,0.998,PHYSICAL_ALLOCATION
