orig_process_id,orig_exchange_id,process_id,exchange_flow_id,process_name,exchange_flow_name,exchange_amount,exchange_unit,allocation_factor,allocation_type
6b80eeee-54ed-3f0f-82cd-8c29e3aa5d24,97624ce0-6d6a-3376-bfa7-c663b3c7e48d,6b80eeee-54ed-3f0f-82cd-8c29e3aa5d24.97624ce0-6d6a-3376-bfa7-c663b3c7e48d,6b80eeee-54ed-3f0f-82cd-8c29e3aa5d24.97624ce0-6d6a-3376-bfa7-c663b3c7e48d.97624ce0-6d6a-3376-bfa7-c663b3c7e48d,"Heat, onsite boiler, hardwood mill average, NE-NC",Electricity; onsite boiler; hardwood mill; average,0.000497,kWh,0.002,PHYSICAL_ALLOCATION
6baa9816-6151-3af1-b230-d28bebfb5227,6ce8c09f-8a15-3d59-a868-8093b62c4ff4,6baa9816-6151-3af1-b230-d28bebfb5227.6ce8c09f-8a15-3d59-a868-8093b62c4ff4,6baa9816-6151-3af1-b230-d28bebfb5227.6ce8c09f-8a15-3d59-a868-8093b62c4ff4.6ce8c09f-8a15-3d59-a868-8093b62c4ff4,"Roundwood, hardwood, green, at mill, SE",Roundwood; hardwood; green; at mill,1.0,m3,0.961,PHYSICAL_ALLOCATION
6baa9816-6151-3af1-b230-d28bebfb5227,cbb91e4a-0a0f-3b79-9f6f-d54d716e05ea,6baa9816-6151-3af1-b230-d28bebfb5227.cbb91e4a-0a0f-3b79-9f6f-d54d716e05ea,6baa9816-6151-3af1-b230-d28bebfb5227.cbb91e4a-0a0f-3b79-9f6f-d54d716e05ea.cbb91e4a-0a0f-3b79-9f6f-d54d716e05ea,"Roundwood, hardwood, green, at mill, SE",Bark; hardwood; green; at mill,21.6,kg,0.039,PHYSICAL_ALLOCATION
72d5a381-8cae-4e1d-b0a3-26cc43b69867,ada21fb4-fd3a-4557-9085-9f1495ae8a0c,72d5a381-8cae-4e1d-b0a3-26cc43b69867,72d5a381-8cae-4e1d-b0a3-26cc43b69867.ada21fb4-fd3a-4557-9085-9f1495ae8a0c,"Asphalt binder, 8% ground rubber tire (GRT), consumption mix, at terminal, from crude oil, 8% ground rubber tire",Asphalt binder,1.0,kg,1.0,PHYSICAL_ALLOCATION
732a5578-1750-3738-b0f2-607106574358,19bd554c-7902-368c-988f-5cc80d6b7cae,732a5578-1750-3738-b0f2-607106574358.19bd554c-7902-368c-988f-5cc80d6b7cae,19bd554c-7902-368c-988f-5cc80d6b7cae,"Paper, freesheet, uncoated, average production, at mill","Paper, freesheet, uncoated, average production, at mill",861.83,kg,1.0,PHYSICAL_ALLOCATION
7a0942f9-5fe3-3a78-aff1-9399fea7c14b,808f834e-a34b-37a0-952c-57d6d404de92,7a0942f9-5fe3-3a78-aff1-9399fea7c14b.808f834e-a34b-37a0-952c-57d6d404de92,808f834e-a34b-37a0-952c-57d6d404de92,"Zinc, sheet","Zinc, sheet",1.0,kg,1.0,PHYSICAL_ALLOCATION
88aee762-4aa0-301f-b579-cca5d636aa0d,0a09b436-a529-3355-b5b7-120a90eac178,88aee762-4aa0-301f-b579-cca5d636aa0d.0a09b436-a529-3355-b5b7-120a90eac178,0a09b436-a529-3355-b5b7-120a90eac178,"Soybean oil, crude, degummed, at plant","Soybean oil, crude, degummed, at plant",1000.0,kg,0.1948937828883258,PHYSICAL_ALLOCATION
88aee762-4aa0-301f-b579-cca5d636aa0d,263fb8d0-8df5-3cee-834b-b7e2de1dac4a,88aee762-4aa0-301f-b579-cca5d636aa0d.263fb8d0-8df5-3cee-834b-b7e2de1dac4a,263fb8d0-8df5-3cee-834b-b7e2de1dac4a,"Soybean oil, crude, degummed, at plant","Soy meal, at plant",4131.0,kg,0.8051062171116742,PHYSICAL_ALLOCATION
8e3e47ea-ed49-329e-8931-29115917bc81,f4364ab6-cb8c-3b5c-a9d7-dfe57ac7bceb,8e3e47ea-ed49-329e-8931-29115917bc81.f4364ab6-cb8c-3b5c-a9d7-dfe57ac7bceb,f4364ab6-cb8c-3b5c-a9d7-dfe57ac7bceb,"Ethanol, denatured, corn dry mill","Ethanol, denatured, corn dry mill",14900.0,kg,1.0,PHYSICAL_ALLOCATION
91663389-8cd1-3272-9f06-cdc87c8ce7d9,54cd924c-48cb-347e-a2d1-dbbf32c93d36,91663389-8cd1-3272-9f06-cdc87c8ce7d9.54cd924c-48cb-347e-a2d1-dbbf32c93d36,54cd924c-48cb-347e-a2d1-dbbf32c93d36,"Potato, whole plant, at field","Potato, at field",1.0,kg,1.0,PHYSICAL_ALLOCATION
91c096d9-987d-34c6-90c0-3c672b467086,b6fd2a6b-1140-3a94-a8df-34a5031ba57a,91c096d9-987d-34c6-90c0-3c672b467086.b6fd2a6b-1140-3a94-a8df-34a5031ba57a,b6fd2a6b-1140-3a94-a8df-34a5031ba57a,"Unsaturated polyester, UPR, resin, at plant","Unsaturated polyester, UPR, resin, at plant",1.0,kg,1.0,PHYSICAL_ALLOCATION
956b53b9-dd05-35ae-a072-69f1f6906290,8f745171-c4af-3e23-a468-fbde8d7af364,956b53b9-dd05-35ae-a072-69f1f6906290.8f745171-c4af-3e23-a468-fbde8d7af364,8f745171-c4af-3e23-a468-fbde8d7af364,"Soybean grains, at field","Soybean grains, at field",1000.0,kg,1.0,PHYSICAL_ALLOCATION
a3e150d0-770e-4e2a-9b19-f7daa8cda38b,8db1425d-16fb-4003-98f5-1d12d5995feb,a3e150d0-770e-4e2a-9b19-f7daa8cda38b.8db1425d-16fb-4003-98f5-1d12d5995feb,8db1425d-16fb-4003-98f5-1d12d5995feb,Chlorine; chlor-alkali electrolysis; at plant,Chlorine; chlor-alkali electrolysis; at plant,0.441802415346269,kg,0.4357244354720275,PHYSICAL_ALLOCATION
a3e150d0-770e-4e2a-9b19-f7daa8cda38b,d12c4a32-12a8-4673-9b14-5d227d2a128e,a3e150d0-770e-4e2a-9b19-f7daa8cda38b.d12c4a32-12a8-4673-9b14-5d227d2a128e,d12c4a32-12a8-4673-9b14-5d227d2a128e,Chlorine; chlor-alkali electrolysis; at plant,Sodium hydroxide; at plant,0.552896924275025,kg,0.5452905910782275,PHYSICAL_ALLOCATION
a3e150d0-770e-4e2a-9b19-f7daa8cda38b,f842f7d2-426a-44e0-ae4c-d1c96a977f84,a3e150d0-770e-4e2a-9b19-f7daa8cda38b.f842f7d2-426a-44e0-ae4c-d1c96a977f84,a3e150d0-770e-4e2a-9b19-f7daa8cda38b.f842f7d2-426a-44e0-ae4c-d1c96a977f84.f842f7d2-426a-44e0-ae4c-d1c96a977f84,Chlorine; chlor-alkali electrolysis; at plant,"Hydrogen, at plant",0.0192497974466263,kg,0.0189849734497449,PHYSICAL_ALLOCATION
a591c53f-ce67-41da-b0c1-65b6d91a1a43,e8fbfbfb-24e9-49a6-a047-41f1646bf7f7,a591c53f-ce67-41da-b0c1-65b6d91a1a43.e8fbfbfb-24e9-49a6-a047-41f1646bf7f7,e8fbfbfb-24e9-49a6-a047-41f1646bf7f7,"Steel; hot rolled coil, at plant","Steel; hot rolled coil, at plant",1.0,kg,1.0,PHYSICAL_ALLOCATION
a8c3ad24-992e-31e0-9e18-fdf0280875df,34e560b1-5686-32f7-9dd3-e1dc8d9bbc46,a8c3ad24-992e-31e0-9e18-fdf0280875df.34e560b1-5686-32f7-9dd3-e1dc8d9bbc46,34e560b1-5686-32f7-9dd3-e1dc8d9bbc46,"Lost foam casting, aluminum","Aluminum, cast, lost foam, at plant",1.0,kg,1.0,PHYSICAL_ALLOCATION
ab2436bc-97db-3154-898e-2c49ca4b698e,5acf07ec-9122-3be0-96be-9362ef4f1463,ab2436bc-97db-3154-898e-2c49ca4b698e.5acf07ec-9122-3be0-96be-9362ef4f1463,5acf07ec-9122-3be0-96be-9362ef4f1463,"Semi-permanent mold (SPM) casting, aluminum","Aluminum, cast, semi-permanent mold (SPM), at plant",1.0,kg,1.0,PHYSICAL_ALLOCATION
baaac50f-23d5-3bd1-8970-1cae058f4234,86313deb-8b04-3f3e-b983-2b9896a410a6,baaac50f-23d5-3bd1-8970-1cae058f4234.86313deb-8b04-3f3e-b983-2b9896a410a6,baaac50f-23d5-3bd1-8970-1cae058f4234.86313deb-8b04-3f3e-b983-2b9896a410a6.86313deb-8b04-3f3e-b983-2b9896a410a6,"Roundwood, hardwood, green, at logyard, NE-NC",Roundwood; hardwood; green; at logyard,1.0,m3,0.94940635,PHYSICAL_ALLOCATION
baaac50f-23d5-3bd1-8970-1cae058f4234,a02815b0-8760-3b74-b2b6-ea070b183bbe,baaac50f-23d5-3bd1-8970-1cae058f4234.a02815b0-8760-3b74-b2b6-ea070b183bbe,baaac50f-23d5-3bd1-8970-1cae058f4234.a02815b0-8760-3b74-b2b6-ea070b183bbe.a02815b0-8760-3b74-b2b6-ea070b183bbe,"Roundwood, hardwood, green, at logyard, NE-NC",Bark; hardwood; green; at logyard,58.7,kg,0.05059365,PHYSICAL_ALLOCATION
bc119cdf-7143-35e8-9adb-c3a92dc376b6,52effa32-8328-32c3-87aa-ac40ebf3aff2,bc119cdf-7143-35e8-9adb-c3a92dc376b6.52effa32-8328-32c3-87aa-ac40ebf3aff2,52effa32-8328-32c3-87aa-ac40ebf3aff2,"Soy oil, refined, at plant","Soap stock, at plant",7.4,kg,0.0073456422473694,PHYSICAL_ALLOCATION
bc119cdf-7143-35e8-9adb-c3a92dc376b6,f126c700-2f3b-3477-9e1d-e73f5741a8b7,bc119cdf-7143-35e8-9adb-c3a92dc376b6.f126c700-2f3b-3477-9e1d-e73f5741a8b7,f126c700-2f3b-3477-9e1d-e73f5741a8b7,"Soy oil, refined, at plant","Soy oil, refined, at plant",1000.0,kg,0.9926543577526306,PHYSICAL_ALLOCATION
bf3d3ce7-aac2-3a3c-b3e8-5c0a29bfb678,086e1013-f898-357f-b6af-da332554166e,bf3d3ce7-aac2-3a3c-b3e8-5c0a29bfb678.086e1013-f898-357f-b6af-da332554166e,bf3d3ce7-aac2-3a3c-b3e8-5c0a29bfb678.086e1013-f898-357f-b6af-da332554166e.086e1013-f898-357f-b6af-da332554166e,"Bucked and debarked log, hardwood, green, at veneer mill, E",Wood fuel; hardwood; green; at veneer mill,2.438247012,kg,0.004537553,PHYSICAL_ALLOCATION
bf3d3ce7-aac2-3a3c-b3e8-5c0a29bfb678,52e7f1f1-455f-3c6c-a777-57cc89098528,bf3d3ce7-aac2-3a3c-b3e8-5c0a29bfb678.52e7f1f1-455f-3c6c-a777-57cc89098528,52e7f1f1-455f-3c6c-a777-57cc89098528,"Bucked and debarked log, hardwood, green, at veneer mill, E",Bucked and debarked log; hardwood; green; at veneer mill,1.0,m3,0.949406332,PHYSICAL_ALLOCATION
bf3d3ce7-aac2-3a3c-b3e8-5c0a29bfb678,7beb2597-d87c-32ba-83c4-336f5dc23a19,bf3d3ce7-aac2-3a3c-b3e8-5c0a29bfb678.7beb2597-d87c-32ba-83c4-336f5dc23a19,7beb2597-d87c-32ba-83c4-336f5dc23a19,"Bucked and debarked log, hardwood, green, at veneer mill, E",Bark; hardwood; green; at veneer mill,24.74820717,kg,0.046056115,PHYSICAL_ALLOCATION
c245a252-0860-41d2-9789-802bab7984ab,42385daf-e0a4-35de-9a68-931400275c60,c245a252-0860-41d2-9789-802bab7984ab.42385daf-e0a4-35de-9a68-931400275c60,42385daf-e0a4-35de-9a68-931400275c60,"Containerboard, average production, at mill","Containerboard, average production, at mill",1.10516007,kg,1.0,PHYSICAL_ALLOCATION
ca1d1dfa-fd3c-35f1-bea7-a037251deb04,186f734c-6126-3e48-9c71-8a256225e000,ca1d1dfa-fd3c-35f1-bea7-a037251deb04.186f734c-6126-3e48-9c71-8a256225e000,186f734c-6126-3e48-9c71-8a256225e000,"Hardboard, at hardboard plant","Bag house dust, wood fuel, at hardboard plant",46.7,kg,0.0525014052838673,PHYSICAL_ALLOCATION
ca1d1dfa-fd3c-35f1-bea7-a037251deb04,3390eff1-cd0f-3554-8226-c005bc295f84,ca1d1dfa-fd3c-35f1-bea7-a037251deb04.3390eff1-cd0f-3554-8226-c005bc295f84,3390eff1-cd0f-3554-8226-c005bc295f84,"Hardboard, at hardboard plant","Sander dust, wood fuel, at hardboard plant",18.7,kg,0.0210230466554243,PHYSICAL_ALLOCATION
ca1d1dfa-fd3c-35f1-bea7-a037251deb04,3dc18462-b043-3501-bcd4-d7c5063d238b,ca1d1dfa-fd3c-35f1-bea7-a037251deb04.3dc18462-b043-3501-bcd4-d7c5063d238b,3dc18462-b043-3501-bcd4-d7c5063d238b,"Hardboard, at hardboard plant","Dry sawdust, wood fuel, at hardboard plant",5.9,kg,0.0066329398538504,PHYSICAL_ALLOCATION
ca1d1dfa-fd3c-35f1-bea7-a037251deb04,9d6de29f-6d1d-3ca6-bbe5-26d8d2e0c6af,ca1d1dfa-fd3c-35f1-bea7-a037251deb04.9d6de29f-6d1d-3ca6-bbe5-26d8d2e0c6af,9d6de29f-6d1d-3ca6-bbe5-26d8d2e0c6af,"Hardboard, at hardboard plant","Hardboard, at hardboard plant",768.0,kg,0.86341,PHYSICAL_ALLOCATION
ca1d1dfa-fd3c-35f1-bea7-a037251deb04,a7158692-bd20-375c-92b0-a3dfd5cd7e53,ca1d1dfa-fd3c-35f1-bea7-a037251deb04.a7158692-bd20-375c-92b0-a3dfd5cd7e53,a7158692-bd20-375c-92b0-a3dfd5cd7e53,"Hardboard, at hardboard plant","Culled boards, wood fuel, at hardboard plant",33.8,kg,0.0379988757729061,PHYSICAL_ALLOCATION
ca1d1dfa-fd3c-35f1-bea7-a037251deb04,be9e5186-3414-3d3b-9dfb-183db5b01b7a,ca1d1dfa-fd3c-35f1-bea7-a037251deb04.be9e5186-3414-3d3b-9dfb-183db5b01b7a,be9e5186-3414-3d3b-9dfb-183db5b01b7a,"Hardboard, at hardboard plant","Bag house dust, re-pulped, at hardboard plant",1.4,kg,0.0015739179314221,PHYSICAL_ALLOCATION
ca1d1dfa-fd3c-35f1-bea7-a037251deb04,f83f9e69-b2b6-3ab7-992c-2d8f5a2962ea,ca1d1dfa-fd3c-35f1-bea7-a037251deb04.f83f9e69-b2b6-3ab7-992c-2d8f5a2962ea,f83f9e69-b2b6-3ab7-992c-2d8f5a2962ea,"Hardboard, at hardboard plant","Other, not specified, hardboard, at hardboard plant",15.0,kg,0.0168634064080944,PHYSICAL_ALLOCATION
cc886340-1e9e-40fc-8bae-87ea661f00c7,1f8a25cb-2a84-45ca-b418-1b6ab9c38c2c,cc886340-1e9e-40fc-8bae-87ea661f00c7.1f8a25cb-2a84-45ca-b418-1b6ab9c38c2c,1f8a25cb-2a84-45ca-b418-1b6ab9c38c2c,"Steel; cold rolled coil, at plant","Steel; cold rolled coil, at plant",1.0,kg,1.0,PHYSICAL_ALLOCATION
cced9535-72f6-3b3a-b3c0-ce21b98eea2b,b16b7cc3-bf0c-33fe-b598-15ccebbe3981,cced9535-72f6-3b3a-b3c0-ce21b98eea2b.b16b7cc3-bf0c-33fe-b598-15ccebbe3981,b16b7cc3-bf0c-33fe-b598-15ccebbe3981,"Cellulosic fiberboard, uncoated, at plant","Culled boards, wood fuel, at cellulosic fiberboard plant",1.1,kg,0.0041619371925841,PHYSICAL_ALLOCATION
cced9535-72f6-3b3a-b3c0-ce21b98eea2b,b2964eb3-b95b-310f-9157-4cfe387dec9e,cced9535-72f6-3b3a-b3c0-ce21b98eea2b.b2964eb3-b95b-310f-9157-4cfe387dec9e,b2964eb3-b95b-310f-9157-4cfe387dec9e,"Cellulosic fiberboard, uncoated, at plant","Pins and fines, at cellulosic fiberboard plant",1.9,kg,0.0071888006053726,PHYSICAL_ALLOCATION
cced9535-72f6-3b3a-b3c0-ce21b98eea2b,bb81d0cb-06dc-3614-b69c-3d3780c2c342,cced9535-72f6-3b3a-b3c0-ce21b98eea2b.bb81d0cb-06dc-3614-b69c-3d3780c2c342,bb81d0cb-06dc-3614-b69c-3d3780c2c342,"Cellulosic fiberboard, uncoated, at plant","Other, not specified, at cellulosic fiberboard plant",1.5,kg,0.0056753688989784,PHYSICAL_ALLOCATION
cced9535-72f6-3b3a-b3c0-ce21b98eea2b,bdc5f6f5-2bcc-39b2-8273-211b96e8258d,cced9535-72f6-3b3a-b3c0-ce21b98eea2b.bdc5f6f5-2bcc-39b2-8273-211b96e8258d,bdc5f6f5-2bcc-39b2-8273-211b96e8258d,"Cellulosic fiberboard, uncoated, at plant","Cellulosic fiberboard, uncoated, at plant",254.0,kg,0.961,PHYSICAL_ALLOCATION
cced9535-72f6-3b3a-b3c0-ce21b98eea2b,e7f196a6-da64-3bc6-90c3-853ff5f74b86,cced9535-72f6-3b3a-b3c0-ce21b98eea2b.e7f196a6-da64-3bc6-90c3-853ff5f74b86,e7f196a6-da64-3bc6-90c3-853ff5f74b86,"Cellulosic fiberboard, uncoated, at plant","Molasses, at cellulosic fiberboard plant",5.8,kg,0.0219447597427166,PHYSICAL_ALLOCATION
cdc143eb-fff8-3618-85cd-bce83d96390f,086e1013-f898-357f-b6af-da332554166e,cdc143eb-fff8-3618-85cd-bce83d96390f.086e1013-f898-357f-b6af-da332554166e,cdc143eb-fff8-3618-85cd-bce83d96390f.086e1013-f898-357f-b6af-da332554166e.086e1013-f898-357f-b6af-da332554166e,"Veneer, hardwood, green, at veneer mill, E",Wood fuel; hardwood; green; at veneer mill,0.32965,kg,0.1426296820307801,PHYSICAL_ALLOCATION
cdc143eb-fff8-3618-85cd-bce83d96390f,32fd72b1-79cd-3dd0-818e-5f46a8b74c57,cdc143eb-fff8-3618-85cd-bce83d96390f.32fd72b1-79cd-3dd0-818e-5f46a8b74c57,32fd72b1-79cd-3dd0-818e-5f46a8b74c57,"Veneer, hardwood, green, at veneer mill, E",Wood chips; hardwood; green; at veneer mill,0.98158,kg,0.424700267822761,PHYSICAL_ALLOCATION
cdc143eb-fff8-3618-85cd-bce83d96390f,a339abd8-8eaf-3163-862c-85d7eeba2868,cdc143eb-fff8-3618-85cd-bce83d96390f.a339abd8-8eaf-3163-862c-85d7eeba2868,a339abd8-8eaf-3163-862c-85d7eeba2868,"Veneer, hardwood, green, at veneer mill, E",Veneer; hardwood; green; at veneer mill,1.0,kg,0.4326700501464587,PHYSICAL_ALLOCATION
ce587724-1be4-3da0-b7a2-988592c28b9a,09158da1-b29b-33c9-9b80-baa6618ee541,ce587724-1be4-3da0-b7a2-988592c28b9a.09158da1-b29b-33c9-9b80-baa6618ee541,ce587724-1be4-3da0-b7a2-988592c28b9a.09158da1-b29b-33c9-9b80-baa6618ee541.09158da1-b29b-33c9-9b80-baa6618ee541,"Sawn lumber, hardwood, rough, green, at sawmill, SE",Sawdust; hardwood; green; at sawmill,0.054902,kg,0.031,PHYSICAL_ALLOCATION
ce587724-1be4-3da0-b7a2-988592c28b9a,6170b901-641c-3088-a8c0-799f9e5f766f,ce587724-1be4-3da0-b7a2-988592c28b9a.6170b901-641c-3088-a8c0-799f9e5f766f,ce587724-1be4-3da0-b7a2-988592c28b9a.6170b901-641c-3088-a8c0-799f9e5f766f.6170b901-641c-3088-a8c0-799f9e5f766f,"Sawn lumber, hardwood, rough, green, at sawmill, SE",Sawn lumber; hardwood; rough; green; at sawmill,1.0,kg,0.57,PHYSICAL_ALLOCATION
ce587724-1be4-3da0-b7a2-988592c28b9a,76dd64c9-130f-3803-bdf2-ae1445a7372d,ce587724-1be4-3da0-b7a2-988592c28b9a.76dd64c9-130f-3803-bdf2-ae1445a7372d,ce587724-1be4-3da0-b7a2-988592c28b9a.76dd64c9-130f-3803-bdf2-ae1445a7372d.76dd64c9-130f-3803-bdf2-ae1445a7372d,"Sawn lumber, hardwood, rough, green, at sawmill, SE",Bark; hardwood; green; at sawmill,0.035294,kg,0.02,PHYSICAL_ALLOCATION
ce587724-1be4-3da0-b7a2-988592c28b9a,851dabd1-801f-3582-8b29-a3cdd6f65473,ce587724-1be4-3da0-b7a2-988592c28b9a.851dabd1-801f-3582-8b29-a3cdd6f65473,ce587724-1be4-3da0-b7a2-988592c28b9a.851dabd1-801f-3582-8b29-a3cdd6f65473.851dabd1-801f-3582-8b29-a3cdd6f65473,"Sawn lumber, hardwood, rough, green, at sawmill, SE",Wood fuel; hardwood; green; at sawmill,0.1268,kg,0.073,PHYSICAL_ALLOCATION
ce587724-1be4-3da0-b7a2-988592c28b9a,9d8c4200-5dc8-3515-9c23-31c577722fce,ce587724-1be4-3da0-b7a2-988592c28b9a.9d8c4200-5dc8-3515-9c23-31c577722fce,ce587724-1be4-3da0-b7a2-988592c28b9a.9d8c4200-5dc8-3515-9c23-31c577722fce.9d8c4200-5dc8-3515-9c23-31c577722fce,"Sawn lumber, hardwood, rough, green, at sawmill, SE",Hogged fuel; hardwood; green; at sawmill,0.16732,kg,0.095,PHYSICAL_ALLOCATION
ce587724-1be4-3da0-b7a2-988592c28b9a,de3af1d1-ce3e-329c-9ca7-6323adb9f172,ce587724-1be4-3da0-b7a2-988592c28b9a.de3af1d1-ce3e-329c-9ca7-6323adb9f172,ce587724-1be4-3da0-b7a2-988592c28b9a.de3af1d1-ce3e-329c-9ca7-6323adb9f172.de3af1d1-ce3e-329c-9ca7-6323adb9f172,"Sawn lumber, hardwood, rough, green, at sawmill, SE",Wood chips; hardwood; green; at sawmill,0.37124,kg,0.211,PHYSICAL_ALLOCATION
d6439ada-877c-30ff-92b2-875e88b88141,e0f376d5-b43c-383a-8eb5-8b6a957301f0,d6439ada-877c-30ff-92b2-875e88b88141.e0f376d5-b43c-383a-8eb5-8b6a957301f0,e0f376d5-b43c-383a-8eb5-8b6a957301f0,"Wheat, at field","Wheat grains, at field",1.0,kg,1.0,PHYSICAL_ALLOCATION
d85c6177-4580-35f0-afd6-52125ababf10,833c3f72-fbbe-37ea-adf8-929b47ec0255,d85c6177-4580-35f0-afd6-52125ababf10.833c3f72-fbbe-37ea-adf8-929b47ec0255,d85c6177-4580-35f0-afd6-52125ababf10.833c3f72-fbbe-37ea-adf8-929b47ec0255.833c3f72-fbbe-37ea-adf8-929b47ec0255,"Heat, onsite boiler, hardwood mill, average, SE",Heat; onsite boiler; hardwood mill; average,1.0,MJ,0.993,PHYSICAL_ALLOCATION
d85c6177-4580-35f0-afd6-52125ababf10,97624ce0-6d6a-3376-bfa7-c663b3c7e48d,d85c6177-4580-35f0-afd6-52125ababf10.97624ce0-6d6a-3376-bfa7-c663b3c7e48d,d85c6177-4580-35f0-afd6-52125ababf10.97624ce0-6d6a-3376-bfa7-c663b3c7e48d.97624ce0-6d6a-3376-bfa7-c663b3c7e48d,"Heat, onsite boiler, hardwood mill, average, SE",Electricity; onsite boiler; hardwood mill; average,0.0019196726211003,kWh,0.007,PHYSICAL_ALLOCATION
d9cadd89-4203-375a-903a-63197cd29c6a,0cdd9079-9cf3-33c9-ab62-9d734c03f7df,d9cadd89-4203-375a-903a-63197cd29c6a.0cdd9079-9cf3-33c9-ab62-9d734c03f7df,0cdd9079-9cf3-33c9-ab62-9d734c03f7df,"Ethanol, denatured, forest residues, thermochem","Mixed Alcohols, thermochemical process",3787.0,kg,0.151337621565631,PHYSICAL_ALLOCATION
d9cadd89-4203-375a-903a-63197cd29c6a,2656bfd3-ed3c-3fb8-ab93-6597836a463b,d9cadd89-4203-375a-903a-63197cd29c6a.2656bfd3-ed3c-3fb8-ab93-6597836a463b,2656bfd3-ed3c-3fb8-ab93-6597836a463b,"Ethanol, denatured, forest residues, thermochem","Ethanol, denatured, forest residues, thermochem",21183.0,kg,0.8465235906059579,PHYSICAL_ALLOCATION
d9cadd89-4203-375a-903a-63197cd29c6a,80e4ff02-d959-3ec5-a5df-3ed385d7df0c,d9cadd89-4203-375a-903a-63197cd29c6a.80e4ff02-d959-3ec5-a5df-3ed385d7df0c,80e4ff02-d959-3ec5-a5df-3ed385d7df0c,"Ethanol, denatured, forest residues, thermochem","Sulfur, thermochemical process",53.52,kg,0.002138787828411,PHYSICAL_ALLOCATION
dcfd311d-d8be-4c39-bd16-a5bd0dd9eec8,fe598843-aa58-4c99-b4a4-d47d9c8adbe5,dcfd311d-d8be-4c39-bd16-a5bd0dd9eec8.fe598843-aa58-4c99-b4a4-d47d9c8adbe5,fe598843-aa58-4c99-b4a4-d47d9c8adbe5,"Steel; hot-dip galvanised coil, at plant","Steel; hot-dip galvanised coil, at plant",1.0,kg,1.0,PHYSICAL_ALLOCATION
f2ddc783-1192-43c8-aa84-938af62d8328,18b83e89-156d-419c-b5a1-13b949bce256,f2ddc783-1192-43c8-aa84-938af62d8328.18b83e89-156d-419c-b5a1-13b949bce256,18b83e89-156d-419c-b5a1-13b949bce256,"Steel; plate, at plant","Steel; plate, at plant",1.0,kg,1.0,PHYSICAL_ALLOCATION
f3b8fc97-f519-3da0-80de-72a7d5551fda,80bd7cd8-a4ec-3dd8-888f-1f0f25d355e9,f3b8fc97-f519-3da0-80de-72a7d5551fda.80bd7cd8-a4ec-3dd8-888f-1f0f25d355e9,80bd7cd8-a4ec-3dd8-888f-1f0f25d355e9,"Wood Combusted, at boiler, at hardboard mill","Wood ash, generated on-site, at hardboard mill",0.0190969060508614,kg,0.0187390482077553,PHYSICAL_ALLOCATION
f3b8fc97-f519-3da0-80de-72a7d5551fda,a7c46735-ccde-3b61-8a9a-23810a8683b9,f3b8fc97-f519-3da0-80de-72a7d5551fda.a7c46735-ccde-3b61-8a9a-23810a8683b9,a7c46735-ccde-3b61-8a9a-23810a8683b9,"Wood Combusted, at boiler, at hardboard mill","Wood Combusted, at boiler, at hardboard mill",1.0,kg,0.9812609517922446,PHYSICAL_ALLOCATION
f61ecd3b-fdba-3739-8051-1d4bb0c2d98e,fc1ee789-e922-3e7c-bbab-7a8ba489aea7,f61ecd3b-fdba-3739-8051-1d4bb0c2d98e.fc1ee789-e922-3e7c-bbab-7a8ba489aea7,fc1ee789-e922-3e7c-bbab-7a8ba489aea7,"Precision sand casting, aluminum","Aluminum, cast, precision sand casting",1.0,kg,1.0,PHYSICAL_ALLOCATION
